RULE_NW001,
RULE_NW002,Well.2
RULE_NW003,Well.4
RULE_NW004A,
RULE_NW004B,
RULE_NW005,
RULE_NW006A,
RULE_NW006B,
RULE_NW006AB,
RULE_ACT001,Active.1
RULE_ACT002,Active.1
RULE_ACT003,Active.2
RULE_ACT004,Active.1
RULE_ACT005,Active.2
RULE_ACT006,
RULE_ACT007A,Active.2
RULE_ACT007B,Active.3
RULE_ACT008A,
RULE_ACT008B,
RULE_ACT009,
RULE_GATE001A,
RULE_GATE001B,
RULE_GATE002A,
RULE_GATE002B,
RULE_GATE003,
RULE_GATE004A,
RULE_GATE004B,
RULE_GATE005A,
RULE_GATE005B,
RULE_GATE006A,
RULE_GATE006B,
RULE_GATE007A,
RULE_GATE007B,
RULE_GATE008A,
RULE_GATE008B,
RULE_GATE001AB,
RULE_GATE002AB,
RULE_GATE003AB,
RULE_GATE004AB,
RULE_GATE005AB,
RULE_GATE006AB,
RULE_GATE007AB,
RULE_GATE008AB,
RULE_GATE001Ca,
RULE_GATE002Ca,
RULE_GATE003C,
RULE_GATE004Ca,
RULE_GATE004Cb,
RULE_GATE005C,
RULE_GATE006C,
RULE_GATE007C,
RULE_VT001,
RULE_VT002,
RULE_VTL003A,
RULE_VTL003B,
RULE_VTH003A,
RULE_VTH003B,
RULE_VTL004A,
RULE_VTL004B,
RULE_VTH004A,
RULE_VTH004B,
RULE_NIM001A,Implant.4
RULE_NIM001B,Implant.3
RULE_NIM001C,Implant.3
RULE_PIM001A,Implant.4
RULE_PIM001B,Implant.3
RULE_PIM001C,Implant.3
RULE_NIM002A,Implant.1
RULE_NIM002B,Implant.1
RULE_NIM002AB,Implant.1
RULE_PIM002A,Implant.1
RULE_PIM002B,Implant.1
RULE_PIM002AB,Implant.1
RULE_NIM003A,
RULE_NIM003B,
RULE_PIM003A,
RULE_PIM003B,
RULE_NIM004A,
RULE_NIM004B,
RULE_PIM004A,
RULE_PIM004B,
RULE_NIM005,Implant.2
RULE_PIM005,Implant.2
RULE_NIM006,
RULE_PIM006,
RULE_NIM007A,
RULE_NIM007B,
RULE_PIM007A,
RULE_PIM007B,
RULE_AIL1001,
RULE_AIL1002,
RULE_AIL1003A,
RULE_AIL1003B,
RULE_AIL1004,
RULE_AIL1005,
RULE_AIL1006,
RULE_AIL1007,
RULE_AIL1008,
RULE_AIL2001,
RULE_AIL2002,
RULE_AIL2003A,
RULE_AIL2003B,
RULE_AIL2004,
RULE_AIL2005,
RULE_AIL2006,
RULE_AIL2007,
RULE_AIL2008,
RULE_AIL2009,
RULE_AIL2010,
RULE_GIL001,
RULE_GIL002,
RULE_GIL003,
RULE_GIL004,
RULE_GIL005,
RULE_GIL006A,
RULE_GIL006B,
RULE_GIL007,
RULE_GIL008,
RULE_GIL009A,
RULE_GIL009B,
RULE_GIL010,
RULE_GIL011,
RULE_GIL012,
RULE_V0001a,
RULE_V0001bA,
RULE_V0001bB,
RULE_V0002GA,
RULE_V0002AA,
RULE_V0002GB,
RULE_V0002AB,
RULE_V0003GA,
RULE_V0003AA,
RULE_V0003GB,
RULE_V0003AB,
RULE_V0004,
RULE_V0005a,
RULE_V0005b,
RULE_V0006a,
RULE_V0006b,
RULE_V0007a,
RULE_V0007b,
RULE_V0008,
RULE_V0009,
RULE_V0010,
RULE_M1001A,Metal1.1
RULE_M1001B,Metal1.1
RULE_M1001,Metal1.1
RULE_M1002A,
RULE_M1002B,
RULE_M1002,
RULE_M1003A,
RULE_M1003B,
RULE_M1003,
RULE_M1004A,
RULE_M1004B,
RULE_M1005A,
RULE_M1005B,
RULE_M1006AB,Metal1.2
RULE_M1006,Metal1.2
RULE_M1007AB,
RULE_M1007,
RULE_M1008A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1008B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1009A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1009B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1010A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1010B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1011A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1011B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1012A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1012B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1013A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1013B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1014A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1014B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1015A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1015B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1016A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1016B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1017A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1017B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1018A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1018B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1019A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1019B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1020A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1020B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1021A,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1021B,Metal1.5,Metal1.6,Metal1.7,Metal1.8,Metal1.9
RULE_M1022,
RULE_M1023A,Metal1.3
RULE_M1023B,Metal1.3
RULE_M1023,Metal1.3
RULE_M1024,Metal1.3
RULE_M1026A,
RULE_M1026B,
RULE_M1027A,
RULE_M1027B,
RULE_M1027,
RULE_M1028A,
RULE_M1028B,
RULE_V1001a,
RULE_V1001b,
RULE_V1001c,
RULE_V1001d,
RULE_V1001e,
RULE_V1002A,Via1.2
RULE_V1002B,Via1.2
RULE_V1003A,Via1.2
RULE_V1003B,Via1.2
RULE_V1004,Via1.3,Via1.4
RULE_V1005A,
RULE_V1005B,
RULE_VINT1001a,
RULE_VINT1001b,
RULE_VINT1001c,
RULE_VINT1001d,
RULE_VINT1001e,
RULE_VINT1002A,Via2.2
RULE_VINT1002B,Via2.2
RULE_VINT1003A,Via2.2
RULE_VINT1003B,Via2.2
RULE_VINT1004,Via2.3,Via2.4
RULE_VINT1005A,
RULE_VINT1005B,
RULE_VINT2001a,
RULE_VINT2001b,
RULE_VINT2001c,
RULE_VINT2001d,
RULE_VINT2001e,
RULE_VINT2002A,Via3.2
RULE_VINT2002B,Via3.2
RULE_VINT2003A,Via3.2
RULE_VINT2003B,Via3.2
RULE_VINT2004,Via3.3,Via3.4
RULE_VINT2005A,
RULE_VINT2005B,
RULE_VINT3001a,
RULE_VINT3001b,
RULE_VINT3001c,
RULE_VINT3001d,
RULE_VINT3001e,
RULE_VINT3002A,
RULE_VINT3002B,
RULE_VINT3003A,
RULE_VINT3003B,
RULE_VINT3004,
RULE_VINT3005A,
RULE_VINT3005B,
RULE_VINT4001a,
RULE_VINT4001b,
RULE_VINT4001c,
RULE_VINT4001d,
RULE_VINT4001e,
RULE_VINT4002A,
RULE_VINT4002B,
RULE_VINT4003A,
RULE_VINT4003B,
RULE_VINT4004,
RULE_VINT4005A,
RULE_VINT4005B,
RULE_VINT5001a,
RULE_VINT5001b,
RULE_VINT5001c,
RULE_VINT5001d,
RULE_VINT5002A,
RULE_VINT5002B,
RULE_VINT5003A,
RULE_VINT5003B,
RULE_VINT5004,
RULE_VINT5005A,
RULE_VINT5005B,
RULE_MINT1001A,Metal2.1
RULE_MINT1001B,Metal2.1
RULE_MINT1001,Metal2.1
RULE_MINT1002A,
RULE_MINT1002B,
RULE_MINT1002,
RULE_MINT1003A,
RULE_MINT1003B,
RULE_MINT1003,
RULE_MINT1004A,
RULE_MINT1004B,
RULE_MINT1005A,
RULE_MINT1005B,
RULE_MINT1006AB,Metal2.2
RULE_MINT1006,Metal2.2
RULE_MINT1007AB,
RULE_MINT1007,
RULE_MINT1008A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1008B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1009A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1009B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1010A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1010B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1011A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1011B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1012A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1012B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1013A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1013B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1014A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1014B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1015A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1015B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1016A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1016B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1017A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1017B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1018A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1018B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1019A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1019B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1020A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1020B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1021A,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1021B,Metal2.5,Metal2.6,Metal2.7,Metal2.8,Metal2.9
RULE_MINT1022,
RULE_MINT1023A,Metal2.3
RULE_MINT1023B,Metal2.3
RULE_MINT1023,Metal2.3
RULE_MINT1024,Metal2.3
RULE_MINT1026A,
RULE_MINT1026B,
RULE_MINT1027A,
RULE_MINT1027B,
RULE_MINT1027,
RULE_MINT1028A,
RULE_MINT1028B,
RULE_MINT2001A,Metal3.1
RULE_MINT2001B,Metal3.1
RULE_MINT2001,Metal3.1
RULE_MINT2002A,
RULE_MINT2002B,
RULE_MINT2002,
RULE_MINT2003A,
RULE_MINT2003B,
RULE_MINT2003,
RULE_MINT2004A,
RULE_MINT2004B,
RULE_MINT2005A,
RULE_MINT2005B,
RULE_MINT2006AB,Metal3.2
RULE_MINT2006,Metal3.2
RULE_MINT2007AB,
RULE_MINT2007,
RULE_MINT2008A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2008B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2009A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2009B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2010A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2010B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2011A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2011B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2012A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2012B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2013A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2013B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2014A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2014B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2015A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2015B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2016A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2016B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2017A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2017B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2018A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2018B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2019A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2019B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2020A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2020B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2021A,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2021B,Metal3.5,Metal3.6,Metal3.7,Metal3.8,Metal3.9
RULE_MINT2022,
RULE_MINT2023A,Metal3.3
RULE_MINT2023B,Metal3.3
RULE_MINT2023,Metal3.3
RULE_MINT2024,Metal3.3
RULE_MINT2026A,
RULE_MINT2026B,
RULE_MINT2027A,
RULE_MINT2027B,
RULE_MINT2027,
RULE_MINT2028A,
RULE_MINT2028B,
RULE_MINT3001A,
RULE_MINT3001B,
RULE_MINT3001,
RULE_MINT3002A,
RULE_MINT3002B,
RULE_MINT3002,
RULE_MINT3003A,
RULE_MINT3003B,
RULE_MINT3003,
RULE_MINT3004A,
RULE_MINT3004B,
RULE_MINT3005A,
RULE_MINT3005B,
RULE_MINT3006AB,
RULE_MINT3006,
RULE_MINT3007AB,
RULE_MINT3007,
RULE_MINT3008A,
RULE_MINT3008B,
RULE_MINT3009A,
RULE_MINT3009B,
RULE_MINT3010A,
RULE_MINT3010B,
RULE_MINT3011A,
RULE_MINT3011B,
RULE_MINT3012A,
RULE_MINT3012B,
RULE_MINT3013A,
RULE_MINT3013B,
RULE_MINT3014A,
RULE_MINT3014B,
RULE_MINT3015A,
RULE_MINT3015B,
RULE_MINT3016A,
RULE_MINT3016B,
RULE_MINT3017A,
RULE_MINT3017B,
RULE_MINT3018A,
RULE_MINT3018B,
RULE_MINT3019A,
RULE_MINT3019B,
RULE_MINT3020A,
RULE_MINT3020B,
RULE_MINT3021A,
RULE_MINT3021B,
RULE_MINT3022,
RULE_MINT3023A,
RULE_MINT3023B,
RULE_MINT3023,
RULE_MINT3024,
RULE_MINT3026A,
RULE_MINT3026B,
RULE_MINT3027A,
RULE_MINT3027B,
RULE_MINT3027,
RULE_MINT3028A,
RULE_MINT3028B,
RULE_MINT4001A,
RULE_MINT4001B,
RULE_MINT4001,
RULE_MINT4002A,
RULE_MINT4002B,
RULE_MINT4002,
RULE_MINT4003A,
RULE_MINT4003B,
RULE_MINT4003,
RULE_MINT4004A,
RULE_MINT4004B,
RULE_MINT4005A,
RULE_MINT4005B,
RULE_MINT4006AB,
RULE_MINT4006,
RULE_MINT4007AB,
RULE_MINT4007,
RULE_MINT4008A,
RULE_MINT4008B,
RULE_MINT4009A,
RULE_MINT4009B,
RULE_MINT4010A,
RULE_MINT4010B,
RULE_MINT4011A,
RULE_MINT4011B,
RULE_MINT4012A,
RULE_MINT4012B,
RULE_MINT4013A,
RULE_MINT4013B,
RULE_MINT4014A,
RULE_MINT4014B,
RULE_MINT4015A,
RULE_MINT4015B,
RULE_MINT4016A,
RULE_MINT4016B,
RULE_MINT4017A,
RULE_MINT4017B,
RULE_MINT4018A,
RULE_MINT4018B,
RULE_MINT4019A,
RULE_MINT4019B,
RULE_MINT4020A,
RULE_MINT4020B,
RULE_MINT4021A,
RULE_MINT4021B,
RULE_MINT4022,
RULE_MINT4023A,
RULE_MINT4023B,
RULE_MINT4023,
RULE_MINT4024,
RULE_MINT4026A,
RULE_MINT4026B,
RULE_MINT4027A,
RULE_MINT4027B,
RULE_MINT4027,
RULE_MINT4028A,
RULE_MINT4028B,
RULE_MINT5001A,
RULE_MINT5001B,
RULE_MINT5001,
RULE_MINT5002A,
RULE_MINT5002B,
RULE_MINT5002,
RULE_MINT5003A,
RULE_MINT5003B,
RULE_MINT5003,
RULE_MINT5004A,
RULE_MINT5004B,
RULE_MINT5005A,
RULE_MINT5005B,
RULE_MINT5006AB,
RULE_MINT5006,
RULE_MINT5007AB,
RULE_MINT5007,
RULE_MINT5008A,
RULE_MINT5008B,
RULE_MINT5009A,
RULE_MINT5009B,
RULE_MINT5010A,
RULE_MINT5010B,
RULE_MINT5011A,
RULE_MINT5011B,
RULE_MINT5012A,
RULE_MINT5012B,
RULE_MINT5013A,
RULE_MINT5013B,
RULE_MINT5014A,
RULE_MINT5014B,
RULE_MINT5015A,
RULE_MINT5015B,
RULE_MINT5016A,
RULE_MINT5016B,
RULE_MINT5017A,
RULE_MINT5017B,
RULE_MINT5018A,
RULE_MINT5018B,
RULE_MINT5019A,
RULE_MINT5019B,
RULE_MINT5020A,
RULE_MINT5020B,
RULE_MINT5021A,
RULE_MINT5021B,
RULE_MINT5022,
RULE_MINT5023A,
RULE_MINT5023B,
RULE_MINT5023,
RULE_MINT5024,
RULE_MINT5026A,
RULE_MINT5026B,
RULE_MINT5027A,
RULE_MINT5027B,
RULE_MINT5027,
RULE_MINT5028A,
RULE_MINT5028B,
RULE_VSMG1001a,
RULE_VSMG1001b,
RULE_VSMG1001c,
RULE_VSMG1002,Via4.2
RULE_VSMG1003,Via4.2
RULE_VSMG1004,Via4.3,Via4.4
RULE_VSMG1005,
RULE_VSMG2001a,
RULE_VSMG2001b,
RULE_VSMG2001c,
RULE_VSMG2002,Via5.2
RULE_VSMG2003,Via5.2
RULE_VSMG2004,Via5.3,Via5.4
RULE_VSMG2005,
RULE_VSMG3001a,
RULE_VSMG3001b,
RULE_VSMG3001c,
RULE_VSMG3002,Via6.2
RULE_VSMG3003,Via6.2
RULE_VSMG3004,Via6.3,Via6.4
RULE_VSMG3005,
RULE_VSMG4001a,
RULE_VSMG4001b,
RULE_VSMG4001c,
RULE_VSMG4002,
RULE_VSMG4003,
RULE_VSMG4004,
RULE_VSMG4005,
RULE_VSMG5001a,
RULE_VSMG5001b,
RULE_VSMG5001c,
RULE_VSMG5002,
RULE_VSMG5003,
RULE_VSMG5004,
RULE_VSMG5005,
RULE_MSMG1001,Metal4.1
RULE_MSMG1002,
RULE_MSMG1003,
RULE_MSMG1004,
RULE_MSMG1005,
RULE_MSMG1006,Metal4.5,Metal4.6,Metal4.7,Metal4.8
RULE_MSMG1007,Metal4.5,Metal4.6,Metal4.7,Metal4.8
RULE_MSMG1008,Metal4.5,Metal4.6,Metal4.7,Metal4.8
RULE_MSMG1009,Metal4.5,Metal4.6,Metal4.7,Metal4.8
RULE_MSMG1010,Metal4.5,Metal4.6,Metal4.7,Metal4.8
RULE_MSMG1011,Metal4.3
RULE_MSMG1013,
RULE_MSMG1014,
RULE_MSMG1015,
RULE_MSMG2001,Metal5.1
RULE_MSMG2002,
RULE_MSMG2003,
RULE_MSMG2004,
RULE_MSMG2005,
RULE_MSMG2006,Metal5.5,Metal5.6,Metal5.7,Metal5.8
RULE_MSMG2007,Metal5.5,Metal5.6,Metal5.7,Metal5.8
RULE_MSMG2008,Metal5.5,Metal5.6,Metal5.7,Metal5.8
RULE_MSMG2009,Metal5.5,Metal5.6,Metal5.7,Metal5.8
RULE_MSMG2010,Metal5.5,Metal5.6,Metal5.7,Metal5.8
RULE_MSMG2011,Metal5.3
RULE_MSMG2013,
RULE_MSMG2014,
RULE_MSMG2015,
RULE_MSMG3001,Metal6.1
RULE_MSMG3002,
RULE_MSMG3003,
RULE_MSMG3004,
RULE_MSMG3005,
RULE_MSMG3006,Metal6.5,Metal6.6,Metal6.7,Metal6.8
RULE_MSMG3007,Metal6.5,Metal6.6,Metal6.7,Metal6.8
RULE_MSMG3008,Metal6.5,Metal6.6,Metal6.7,Metal6.8
RULE_MSMG3009,Metal6.5,Metal6.6,Metal6.7,Metal6.8
RULE_MSMG3010,Metal6.5,Metal6.6,Metal6.7,Metal6.8
RULE_MSMG3011,Metal6.3
RULE_MSMG3013,
RULE_MSMG3014,
RULE_MSMG3015,
RULE_MSMG4001,
RULE_MSMG4002,
RULE_MSMG4003,
RULE_MSMG4004,
RULE_MSMG4005,
RULE_MSMG4006,
RULE_MSMG4007,
RULE_MSMG4008,
RULE_MSMG4009,
RULE_MSMG4010,
RULE_MSMG4011,
RULE_MSMG4013,
RULE_MSMG4014,
RULE_MSMG4015,
RULE_MSMG5001,
RULE_MSMG5002,
RULE_MSMG5003,
RULE_MSMG5004,
RULE_MSMG5005,
RULE_MSMG5006,
RULE_MSMG5007,
RULE_MSMG5008,
RULE_MSMG5009,
RULE_MSMG5010,
RULE_MSMG5011,
RULE_MSMG5013,
RULE_MSMG5014,
RULE_MSMG5015,
RULE_VG1001a,
RULE_VG1001b,
RULE_VG1001c,
RULE_VG1002,Via9.2
RULE_VG1003,Via9.2
RULE_VG1004,Via9.3,Via9.4
RULE_VG1005,
RULE_MG1001,Metal9.1
RULE_MG1002,
RULE_MG1003,
RULE_MG1004,
RULE_MG1005,
RULE_MG1006,Metal9.5,Metal9.6
RULE_MG1007,Metal9.5,Metal9.6
RULE_MG1008,Metal9.5,Metal9.6
RULE_MG1009,Metal9.5,Metal9.6
RULE_MG1010,Metal9.3
RULE_MG1012,
RULE_MG1013,
RULE_MG1014,
RULE_MG2001,Metal10.1
RULE_MG2002,
RULE_MG2003,
RULE_MG2004,
RULE_MG2005,
RULE_MG2006,Metal10.5,Metal10.6
RULE_MG2007,Metal10.5,Metal10.6
RULE_MG2008,Metal10.5,Metal10.6
RULE_MG2009,Metal10.5,Metal10.6
RULE_MG2010,Metal10.3
RULE_MG2012,
RULE_MG2013,
RULE_MG2014,
RULE_MIS01,Grid.1,Grid.2,Grid.3,Grid.4,Grid.5,Grid.6,Grid.7,Grid.8,Grid.9,Grid.10,Grid.11,Grid.12,Grid.13,Grid.14,Grid.15,Grid.16,Grid.17,Grid.18,Grid.19,Grid.20,Grid.21,Grid.22,Grid.23,Grid.24,Grid.25,Grid.26
RULE_MIS02A,
RULE_MIS02B,
